"","Date","Value","SP500","SP500.Returns","rank","lag_rets"
"1",1985-02-01,3.71112420124842,178.6300049,-0.00556699867907207,3,NA
"2",1985-03-01,3.97604322271819,183.2299957,0.0113147316624214,3,-0.00556699867907207
"3",1985-04-01,1.90655481085819,181.2700043,0.00337651161024533,2,0.0113147316624214
"4",1985-05-01,4.78336398869235,178.3699951,-0.00811881602283326,4,0.00337651161024533
"5",1985-07-01,6.90698856771814,192.4299927,0.00302312526223059,4,-0.00811881602283326
"6",1985-08-01,8.00213773537917,192.1100006,0.00623298979268472,4,0.00302312526223059
"7",1985-10-01,0.28551294857849,185.0700073,0.0164213832954827,1,0.00623298979268472
"8",1985-11-01,2.77821220164767,191.5299988,0.00900848927530307,2,0.0164213832954827
"9",1986-04-01,2.90477682765381,235.1399994,-0.0157387802260635,3,0.00900848927530307
"10",1986-05-01,1.69095282656232,235.1600037,-0.00152853512834283,2,-0.0157387802260635
"11",1986-07-01,4.94268654555982,252.0399933,0.00478391411936085,4,-0.00152853512834283
"12",1986-08-01,3.77957776327104,234.9100037,-0.00512447664369786,3,0.00478391411936085
"13",1986-10-01,0.0757541547777154,233.6000061,0.0098564703789028,1,-0.00512447664369786
"14",1986-12-01,4.46427529803486,249.0500031,-0.000682120613038517,4,0.0098564703789028
"15",1987-04-01,4.3688328351518,292.3800049,0.00233113702968857,3,-0.000682120613038517
"16",1987-05-01,3.70544790417178,288.0299988,-0.00114435641804567,3,0.00233113702968857
"17",1987-06-01,2.34742698715074,289.8299866,-0.000930780745681536,2,-0.00114435641804567
"18",1987-07-01,2.80501949628438,302.9400024,-0.0034868342105262,2,-0.000930780745681536
"19",1987-09-01,7.66296202286373,323.3999939,-0.0194056826462986,4,-0.0034868342105262
"20",1987-10-01,9.41710628987144,327.3299866,0.0170897686014446,4,-0.0194056826462986
"21",1987-12-01,2.6560470709948,232,0.00738166251461947,2,0.0170897686014446
"22",1988-02-01,2.80424005826603,255.0399933,-0.00789673607326336,2,0.00738166251461947
"23",1988-03-01,5.78897593804723,267.2200012,-0.0022403333718376,4,-0.00789673607326336
"24",1988-06-01,3.48121941820725,266.6900024,0.0172795187521582,3,-0.0022403333718376
"25",1988-07-01,0.487910206330371,271.7799988,-0.00628885265082268,1,0.0172795187521582
"26",1988-08-01,1.92621735250748,272.2099915,0.000698487271830528,2,-0.00628885265082268
"27",1988-09-01,3.95136643506267,258.3500061,-0.0121213789895045,3,0.000698487271830528
"28",1988-11-01,6.06653071402426,279.0599976,0.000322602428981078,4,-0.0121213789895045
"29",1988-12-01,6.59399869641427,272.4899902,-0.00442097897721605,4,0.000322602428981078
"30",1989-02-01,0.886895387221967,297.0899963,-0.00127745620891873,1,-0.00442097897721605
"31",1989-03-01,2.74393707074779,287.1099854,-0.00605829844371375,2,-0.00127745620891873
"32",1989-05-01,2.42823144183456,309.1199951,-0.001679432487664,2,-0.00605829844371375
"33",1989-06-01,3.46404937303418,321.9700012,0.0045239368830754,3,-0.001679432487664
"34",1989-08-01,5.65869469306635,343.75,-0.00673250892919441,4,0.0045239368830754
"35",1989-09-01,-0.162463766814614,353.730011,0.00648740566468531,1,-0.00673250892919441
"36",1989-11-01,1.52648978501364,341.2000122,0.00246805393123029,2,0.00648740566468531
"37",1989-12-01,3.56612833563934,350.6300049,0.0134108350860609,3,0.00246805393123029
"38",1990-02-01,5.80657396189164,328.7900085,-0.00088117816885791,4,0.0134108350860609
"39",1990-03-01,3.36268851474487,332.7399902,0.00256101588661672,3,-0.00088117816885791
"40",1990-05-01,1.13188518488487,332.25,0.00438335022211866,1,0.00256101588661672
"41",1990-06-01,1.76397469220788,363.1600037,0.00534283598048013,2,0.00438335022211866
"42",1990-08-01,0.398009540774547,355.519989,-0.00176893137944822,1,0.00534283598048013
"43",1990-10-01,-4.21654262025768,314.9400024,0.0290475901139704,1,-0.00176893137944822
"44",1990-11-01,-5.76105905140341,307.019989,0.00993417434210531,1,0.0290475901139704
"45",1991-02-01,0.0760525180400977,343.0499878,-0.0025586744938747,1,0.00993417434210531
"46",1991-03-01,0.914104480682589,370.4700012,0.00926252167810948,1,-0.0025586744938747
"47",1991-04-01,5.03273001891278,371.2999878,-0.0104472399857772,4,0.00926252167810948
"48",1991-05-01,4.29345569388927,380.2900085,0.0131880754750251,3,-0.0104472399857772
"49",1991-07-01,2.03376940752455,377.9200134,0.0182131954752969,2,0.0131880754750251
"50",1991-08-01,0.474919730600003,387.1199951,-0.00177922824132992,1,0.0182131954752969
"51",1991-10-01,0.743580420292453,389.2000122,0.00345492407168013,1,-0.00177922824132992
"52",1991-11-01,1.78717526633284,391.3200073,-0.00287936008376055,2,0.00345492407168013
"53",1992-04-01,4.05268269980212,404.230011,0.00133768138123203,3,-0.00287936008376055
"54",1992-05-01,2.83555155623552,412.5299988,-0.00583206007675352,2,0.00133768138123203
"55",1992-06-01,3.65679403818564,417.2999878,0.00469479155257435,3,-0.00583206007675352
"56",1992-07-01,5.04929093627046,412.8800049,0.0116136377969347,4,0.00469479155257435
"57",1992-09-01,5.45930560542521,416.0700073,0.00492719973410782,4,0.0116136377969347
"58",1992-10-01,5.31439272415262,416.2900085,-0.00361412001936878,4,0.00492719973410782
"59",1992-12-01,1.74063226533921,430.7799988,-0.00132144961617975,2,-0.00361412001936878
"60",1993-02-01,-0.197422916321136,442.519989,0.00852361140031066,1,-0.00132144961617975
"61",1993-03-01,0.623554189011868,442.0100098,-0.00308988922562947,1,0.00852361140031066
"62",1993-04-01,4.21351379357774,450.2999878,-0.00303324453551168,3,-0.00308988922562947
"63",1993-06-01,1.35362302086442,453.8299866,0.00808543988226051,2,-0.00303324453551168
"64",1993-07-01,0.87220673031419,449.019989,-0.00335162986709414,1,0.00808543988226051
"65",1993-09-01,5.36163427891521,463.1499939,-0.000884467387442078,4,-0.00335162986709414
"66",1993-10-01,6.82840841903191,461.2799988,0.00512062000170066,4,-0.000884467387442078
"67",1993-11-01,5.56925651906161,469.1000061,0.00271470306815935,4,0.00512062000170066
"68",1993-12-01,4.530037842302,461.8900146,0.0002165618531349,4,0.00271470306815935
"69",1994-02-01,3.11268477858512,479.6199951,-0.00413195398834443,3,0.0002165618531349
"70",1994-03-01,7.97635989819258,464.4400024,-0.00577987780026057,4,-0.00413195398834443
"71",1994-06-01,2.87841967024169,457.6300049,0.00247536670317627,2,-0.00577987780026057
"72",1994-07-01,0.262570804496244,446.2000122,0.00434425742856104,1,0.00247536670317627
"73",1994-08-01,3.1299777335579,461.0100098,0.0060009600252926,3,0.00434425742856104
"74",1994-09-01,3.53078842520556,473.1700134,-0.00487912857855155,3,0.0060009600252926
"75",1994-11-01,5.12032896666137,468.4200134,-0.00832008605747314,4,-0.00487912857855155
"76",1994-12-01,3.95511497546567,448.9200134,-0.0105137626457867,3,-0.00832008605747314
"77",1995-02-01,-0.703972596325238,470.3999939,-4.25566502906261e-05,1,-0.0105137626457867
"78",1995-03-01,0.558333819087724,485.6499939,-0.00357007868006487,1,-4.25566502906261e-05
"79",1995-05-01,2.65553045944015,514.2600098,-0.000874302385353465,2,-0.00357007868006487
"80",1995-06-01,3.64595274365832,533.4899902,0.000168664784185424,3,-0.000874302385353465
"81",1995-08-01,5.51273081120108,559.6400146,-0.00430555992302128,4,0.000168664784185424
"82",1995-09-01,3.71670599999374,563.8400269,0.00348832843829139,3,-0.00430555992302128
"83",1995-11-01,2.51947888050226,584.2199707,0.00467750765262243,2,0.00348832843829139
"84",1995-12-01,3.09189806723954,606.9799805,0.00265950643908952,3,0.00467750765262243
"85",1996-02-01,6.25253640010662,638.460022,0.00383636116032671,4,0.00265950643908952
"86",1996-03-01,6.48992438907162,644.3699951,0.0061521203643029,4,0.00383636116032671
"87",1996-04-01,7.47880625850032,653.7299805,0.0127497761425253,4,0.0061521203643029
"88",1996-05-01,6.83944274697806,654.5800171,0.000626800695107121,4,0.0127497761425253
"89",1996-07-01,1.77354900136949,675.8800049,0.0078284597492515,2,0.000626800695107121
"90",1996-08-01,3.40210555645347,650.0200195,0.0157356154512471,3,0.0078284597492515
"91",1996-10-01,4.74408964918468,689.0800171,0.0025460840592757,4,0.0157356154512471
"92",1996-11-01,4.63850958338603,703.7700195,-0.00212684497926541,4,0.0025460840592757
"93",1997-04-01,7.65654715544097,759.6400146,0.00332842814389966,4,-0.00212684497926541
"94",1997-05-01,6.53142846080275,798.5300293,-0.00350662328808227,4,0.00332842814389966
"95",1997-07-01,5.34762840876203,891.0300293,0.00665433106948821,4,-0.00350662328808227
"96",1997-08-01,3.64949260996296,947.1400146,-0.00751326405259489,3,0.00665433106948821
"97",1997-10-01,2.93684425674591,955.4099731,0.00858240810376598,3,-0.00751326405259489
"98",1997-12-01,3.57385381189141,974.7700195,0.0202742250421906,3,0.00858240810376598
"99",1998-04-01,3.44991724114845,1108.150024,0.00580896210574089,3,0.0202742250421906
"100",1998-05-01,4.37672428321358,1121,0.00832021587587128,4,0.00580896210574089
"101",1998-06-01,2.9119365670693,1090.97998,0.000146709821897684,3,0.00832021587587128
"102",1998-07-01,3.89997669038592,1148.560059,0.0129825137950728,3,0.000146709821897684
"103",1998-09-01,6.64957324296828,994.2600098,0.038630264257201,4,0.0129825137950728
"104",1998-10-01,7.29422916474876,986.3900146,-0.0301078603936258,4,0.038630264257201
"105",1998-12-01,4.32717382263872,1175.280029,0.0100117940839795,3,-0.0301078603936258
"106",1999-02-01,4.16719563854755,1273,-0.00518897105605121,3,0.0100117940839795
"107",1999-03-01,2.36538385352766,1236.160034,-0.00175229710747626,2,-0.00518897105605121
"108",1999-04-01,2.81497592457103,1293.719971,0.00571373401787101,2,-0.00175229710747626
"109",1999-06-01,3.83934667103932,1294.26001,-0.00582249446780314,3,0.00571373401787101
"110",1999-07-01,5.27909870549213,1380.959961,0.0060100095682194,4,-0.00582249446780314
"111",1999-09-01,6.74636324954231,1331.069946,0.00807318312153948,4,0.0060100095682194
