"","Date","Value","SP500","SP500.Returns","rank","lag_preds"
"1",1985-02-01,3.515625,178.6300049,-0.00556699867907207,3,NA
"2",1985-03-01,3.70370370370371,183.2299957,0.0113147316624214,4,3.515625
"3",1985-04-01,3.68574199806014,181.2700043,0.00337651161024533,4,3.70370370370371
"4",1985-05-01,3.77176015473887,178.3699951,-0.00811881602283326,4,3.68574199806014
"5",1985-07-01,3.55427473583095,192.4299927,0.00302312526223059,3,3.77176015473887
"6",1985-08-01,3.34928229665073,192.1100006,0.00623298979268472,3,3.55427473583095
"7",1985-10-01,3.22886989553657,185.0700073,0.0164213832954827,3,3.34928229665073
"8",1985-11-01,3.51377018043686,191.5299988,0.00900848927530307,3,3.22886989553657
"9",1986-04-01,1.59027128157157,235.1399994,-0.0157387802260635,1,3.51377018043686
"10",1986-05-01,1.49114631873253,235.1600037,-0.00152853512834283,1,1.59027128157157
"11",1986-07-01,1.57699443413728,252.0399933,0.00478391411936085,1,1.49114631873253
"12",1986-08-01,1.57407407407406,234.9100037,-0.00512447664369786,1,1.57699443413728
"13",1986-10-01,1.47194112235511,233.6000061,0.0098564703789028,1,1.57407407407406
"14",1986-12-01,1.09789569990851,249.0500031,-0.000682120613038517,1,1.47194112235511
"15",1987-04-01,3.77532228360957,292.3800049,0.00233113702968857,4,1.09789569990851
"16",1987-05-01,3.85674931129477,288.0299988,-0.00114435641804567,4,3.77532228360957
"17",1987-06-01,3.65296803652968,289.8299866,-0.000930780745681536,4,3.85674931129477
"18",1987-07-01,3.9269406392694,302.9400024,-0.0034868342105262,4,3.65296803652968
"19",1987-09-01,4.35571687840289,323.3999939,-0.0194056826462986,4,3.9269406392694
"20",1987-10-01,4.53309156844969,327.3299866,0.0170897686014446,4,4.35571687840289
"21",1987-12-01,4.43438914027149,232,0.00738166251461947,4,4.53309156844969
"22",1988-02-01,3.94265232974909,255.0399933,-0.00789673607326336,4,4.43438914027149
"23",1988-03-01,3.92506690454951,267.2200012,-0.0022403333718376,4,3.94265232974909
"24",1988-06-01,3.9647577092511,266.6900024,0.0172795187521582,4,3.92506690454951
"25",1988-07-01,4.13005272407734,271.7799988,-0.00628885265082268,4,3.9647577092511
