"","Date","Value","SP500","SP500.Returns","rank","lag_rets"
"1",1985-02-01,54.8169,178.6300049,-0.00556699867907207,1,NA
"2",1985-03-01,54.8978,183.2299957,0.0113147316624214,1,-0.00556699867907207
"3",1985-04-01,54.7833,181.2700043,0.00337651161024533,1,0.0113147316624214
"4",1985-05-01,54.8704,178.3699951,-0.00811881602283326,1,0.00337651161024533
"5",1985-07-01,54.5582,192.4299927,0.00302312526223059,1,-0.00811881602283326
"6",1985-08-01,54.7381,192.1100006,0.00623298979268472,1,0.00302312526223059
"7",1985-10-01,54.7538,185.0700073,0.0164213832954827,1,0.00623298979268472
"8",1985-11-01,54.939,191.5299988,0.00900848927530307,1,0.0164213832954827
"9",1986-04-01,55.0641,235.1399994,-0.0157387802260635,1,0.00900848927530307
"10",1986-05-01,55.1705,235.1600037,-0.00152853512834283,1,-0.0157387802260635
"11",1986-07-01,55.2944,252.0399933,0.00478391411936085,1,-0.00152853512834283
"12",1986-08-01,55.2029,234.9100037,-0.00512447664369786,1,0.00478391411936085
"13",1986-10-01,55.5857,233.6000061,0.0098564703789028,1,-0.00512447664369786
"14",1986-12-01,56.3441,249.0500031,-0.000682120613038517,1,0.0098564703789028
"15",1987-04-01,57.3177,292.3800049,0.00233113702968857,1,-0.000682120613038517
"16",1987-05-01,57.6774,288.0299988,-0.00114435641804567,1,0.00233113702968857
"17",1987-06-01,57.9875,289.8299866,-0.000930780745681536,1,-0.00114435641804567
"18",1987-07-01,58.379,302.9400024,-0.0034868342105262,1,-0.000930780745681536
"19",1987-09-01,59.0391,323.3999939,-0.0194056826462986,1,-0.0034868342105262
"20",1987-10-01,59.834,327.3299866,0.0170897686014446,1,-0.0194056826462986
"21",1987-12-01,60.4739,232,0.00738166251461947,1,0.0170897686014446
"22",1988-02-01,60.7643,255.0399933,-0.00789673607326336,1,0.00738166251461947
"23",1988-03-01,60.8948,267.2200012,-0.0022403333718376,1,-0.00789673607326336
"24",1988-06-01,61.2995,266.6900024,0.0172795187521582,1,-0.0022403333718376
"25",1988-07-01,61.311,271.7799988,-0.00628885265082268,1,0.0172795187521582
"26",1988-08-01,61.6234,272.2099915,0.000698487271830528,1,-0.00628885265082268
"27",1988-09-01,61.4255,258.3500061,-0.0121213789895045,1,0.000698487271830528
"28",1988-11-01,61.8494,279.0599976,0.000322602428981078,1,-0.0121213789895045
"29",1988-12-01,62.1171,272.4899902,-0.00442097897721605,1,0.000322602428981078
"30",1989-02-01,62.0353,297.0899963,-0.00127745620891873,1,-0.00442097897721605
"31",1989-03-01,62.195,287.1099854,-0.00605829844371375,1,-0.00127745620891873
"32",1989-05-01,61.8321,309.1199951,-0.001679432487664,1,-0.00605829844371375
"33",1989-06-01,61.8246,321.9700012,0.0045239368830754,1,-0.001679432487664
"34",1989-08-01,61.8334,343.75,-0.00673250892919441,1,0.0045239368830754
"35",1989-09-01,61.6221,353.730011,0.00648740566468531,1,-0.00673250892919441
"36",1989-11-01,61.7575,341.2000122,0.00246805393123029,1,0.00648740566468531
"37",1989-12-01,62.1111,350.6300049,0.0134108350860609,1,0.00246805393123029
"38",1990-02-01,62.3426,328.7900085,-0.00088117816885791,1,0.0134108350860609
"39",1990-03-01,62.6446,332.7399902,0.00256101588661672,1,-0.00088117816885791
"40",1990-05-01,62.6898,332.25,0.00438335022211866,1,0.00256101588661672
"41",1990-06-01,62.8923,363.1600037,0.00534283598048013,1,0.00438335022211866
"42",1990-08-01,63.0241,355.519989,-0.00176893137944822,1,0.00534283598048013
"43",1990-10-01,62.6466,314.9400024,0.0290475901139704,1,-0.00176893137944822
"44",1990-11-01,61.8681,307.019989,0.00993417434210531,1,0.0290475901139704
"45",1991-02-01,60.779,343.0499878,-0.0025586744938747,1,0.00993417434210531
"46",1991-03-01,60.4377,370.4700012,0.00926252167810948,1,-0.0025586744938747
"47",1991-04-01,60.5982,371.2999878,-0.0104472399857772,1,0.00926252167810948
"48",1991-05-01,61.2041,380.2900085,0.0131880754750251,1,-0.0104472399857772
"49",1991-07-01,61.8569,377.9200134,0.0182131954752969,1,0.0131880754750251
"50",1991-08-01,61.8681,387.1199951,-0.00177922824132992,1,0.0182131954752969
"51",1991-10-01,62.3229,389.2000122,0.00345492407168013,1,-0.00177922824132992
"52",1991-11-01,62.2427,391.3200073,-0.00287936008376055,1,0.00345492407168013
"53",1992-04-01,63.0726,404.230011,0.00133768138123203,1,-0.00287936008376055
"54",1992-05-01,63.2761,412.5299988,-0.00583206007675352,1,0.00133768138123203
"55",1992-06-01,63.3102,417.2999878,0.00469479155257435,1,-0.00583206007675352
"56",1992-07-01,63.8769,412.8800049,0.0116136377969347,1,0.00469479155257435
"57",1992-09-01,63.7217,416.0700073,0.00492719973410782,1,0.0116136377969347
"58",1992-10-01,64.1556,416.2900085,-0.00361412001936878,1,0.00492719973410782
"59",1992-12-01,64.5161,430.7799988,-0.00132144961617975,1,-0.00361412001936878
"60",1993-02-01,65.0805,442.519989,0.00852361140031066,1,-0.00132144961617975
"61",1993-03-01,65.0176,442.0100098,-0.00308988922562947,1,0.00852361140031066
"62",1993-04-01,65.2041,450.2999878,-0.00303324453551168,1,-0.00308988922562947
"63",1993-06-01,65.0984,453.8299866,0.00808543988226051,1,-0.00303324453551168
"64",1993-07-01,65.2554,449.019989,-0.00335162986709414,1,0.00808543988226051
"65",1993-09-01,65.5282,463.1499939,-0.000884467387442078,1,-0.00335162986709414
"66",1993-10-01,66.0152,461.2799988,0.00512062000170066,1,-0.000884467387442078
"67",1993-11-01,66.3292,469.1000061,0.00271470306815935,1,0.00512062000170066
"68",1993-12-01,66.7038,461.8900146,0.0002165618531349,1,0.00271470306815935
"69",1994-02-01,66.9642,479.6199951,-0.00413195398834443,1,0.0002165618531349
"70",1994-03-01,67.6335,464.4400024,-0.00577987780026057,1,-0.00413195398834443
"71",1994-06-01,68.8002,457.6300049,0.00247536670317627,1,-0.00577987780026057
"72",1994-07-01,68.8863,446.2000122,0.00434425742856104,1,0.00247536670317627
"73",1994-08-01,69.3412,461.0100098,0.0060009600252926,1,0.00434425742856104
"74",1994-09-01,69.5574,473.1700134,-0.00487912857855155,2,0.0060009600252926
"75",1994-11-01,70.5942,468.4200134,-0.00832008605747314,2,-0.00487912857855155
"76",1994-12-01,71.2814,448.9200134,-0.0105137626457867,2,-0.00832008605747314
"77",1995-02-01,71.3343,470.3999939,-4.25566502906261e-05,2,-0.0105137626457867
"78",1995-03-01,71.4451,485.6499939,-0.00357007868006487,2,-4.25566502906261e-05
"79",1995-05-01,71.66,514.2600098,-0.000874302385353465,2,-0.00357007868006487
"80",1995-06-01,71.8967,533.4899902,0.000168664784185424,2,-0.000874302385353465
"81",1995-08-01,72.5339,559.6400146,-0.00430555992302128,2,0.000168664784185424
"82",1995-09-01,72.8247,563.8400269,0.00348832843829139,2,-0.00430555992302128
"83",1995-11-01,72.8884,584.2199707,0.00467750765262243,2,0.00348832843829139
"84",1995-12-01,73.1429,606.9799805,0.00265950643908952,2,0.00467750765262243
"85",1996-02-01,73.7871,638.460022,0.00383636116032671,2,0.00265950643908952
"86",1996-03-01,73.6749,644.3699951,0.0061521203643029,2,0.00383636116032671
"87",1996-04-01,74.4153,653.7299805,0.0127497761425253,2,0.0061521203643029
"88",1996-05-01,74.9718,654.5800171,0.000626800695107121,2,0.0127497761425253
"89",1996-07-01,75.5323,675.8800049,0.0078284597492515,2,0.000626800695107121
"90",1996-08-01,75.9129,650.0200195,0.0157356154512471,2,0.0078284597492515
"91",1996-10-01,76.3931,689.0800171,0.0025460840592757,2,0.0157356154512471
"92",1996-11-01,77.0672,703.7700195,-0.00212684497926541,2,0.0025460840592757
"93",1997-04-01,79.1683,759.6400146,0.00332842814389966,2,-0.00212684497926541
"94",1997-05-01,79.6084,798.5300293,-0.00350662328808227,2,0.00332842814389966
"95",1997-07-01,80.6492,891.0300293,0.00665433106948821,2,-0.00350662328808227
"96",1997-08-01,81.4548,947.1400146,-0.00751326405259489,2,0.00665433106948821
"97",1997-10-01,82.9309,955.4099731,0.00858240810376598,2,-0.00751326405259489
"98",1997-12-01,83.9696,974.7700195,0.0202742250421906,2,0.00858240810376598
"99",1998-04-01,84.8275,1108.150024,0.00580896210574089,2,0.0202742250421906
"100",1998-05-01,85.3596,1121,0.00832021587587128,2,0.00580896210574089
"101",1998-06-01,84.8466,1090.97998,0.000146709821897684,2,0.00832021587587128
"102",1998-07-01,84.5061,1148.560059,0.0129825137950728,2,0.000146709821897684
"103",1998-09-01,86.1707,994.2600098,0.038630264257201,2,0.0129825137950728
"104",1998-10-01,86.7671,986.3900146,-0.0301078603936258,2,0.038630264257201
"105",1998-12-01,87.0633,1175.280029,0.0100117940839795,2,-0.0301078603936258
"106",1999-02-01,87.926,1273,-0.00518897105605121,2,0.0100117940839795
