"","Date","Value","SP500","SP500.Returns","rank","lag_preds"
"1",1985-02-01,99.1271470047493,178.6300049,-0.00556699867907207,1,NA
"2",1985-03-01,98.920492974384,183.2299957,0.0113147316624214,1,99.1271470047493
"3",1985-04-01,98.7844165622111,181.2700043,0.00337651161024533,1,98.920492974384
"4",1985-05-01,98.696622903139,178.3699951,-0.00811881602283326,1,98.7844165622111
"5",1985-07-01,98.7727486674056,192.4299927,0.00302312526223059,1,98.696622903139
"6",1985-08-01,98.9182780984022,192.1100006,0.00623298979268472,1,98.7727486674056
"7",1985-10-01,99.414668264261,185.0700073,0.0164213832954827,2,98.9182780984022
"8",1985-11-01,99.5458338072091,191.5299988,0.00900848927530307,2,99.414668264261
"9",1986-04-01,99.4708313727532,235.1399994,-0.0157387802260635,2,99.5458338072091
"10",1986-05-01,99.5359997564036,235.1600037,-0.00152853512834283,2,99.4708313727532
"11",1986-07-01,99.3482284929498,252.0399933,0.00478391411936085,2,99.5359997564036
"12",1986-08-01,99.5304314730268,234.9100037,-0.00512447664369786,2,99.3482284929498
"13",1986-10-01,99.5849042177883,233.6000061,0.0098564703789028,2,99.5304314730268
"14",1986-12-01,99.6725267814871,249.0500031,-0.000682120613038517,2,99.5849042177883
"15",1987-04-01,100.539598171176,292.3800049,0.00233113702968857,3,99.6725267814871
"16",1987-05-01,100.761269569006,288.0299988,-0.00114435641804567,4,100.539598171176
"17",1987-06-01,100.925255784824,289.8299866,-0.000930780745681536,4,100.761269569006
"18",1987-07-01,101.090864356994,302.9400024,-0.0034868342105262,4,100.925255784824
"19",1987-09-01,101.483863308416,323.3999939,-0.0194056826462986,4,101.090864356994
"20",1987-10-01,101.547580251811,327.3299866,0.0170897686014446,4,101.483863308416
"21",1987-12-01,101.351788698196,232,0.00738166251461947,4,101.547580251811
"22",1988-02-01,100.685422193015,255.0399933,-0.00789673607326336,3,101.351788698196
"23",1988-03-01,100.493088182246,267.2200012,-0.0022403333718376,3,100.685422193015
"24",1988-06-01,100.960863802435,266.6900024,0.0172795187521582,4,100.493088182246
"25",1988-07-01,100.933741894929,271.7799988,-0.00628885265082268,4,100.960863802435
